Identifier,Card_name,SSN,ZIP,Phone,Amount
841,Norbert Neuman,727-53-5909,81329-0229,881-517-0453,5514
842,James Phillips,756-79-6922,82602-8615,104-077-2883,8330
843,Willard Serisky,779-54-4757,82627-1610,760-371-7550,2853
844,John Lawson,311-52-6675,75082-8859,606-828-9086,3707
845,Renee Winslow,699-54-8203,04511-3478,196-793-6618,7495
846,Alicia Wiggains,820-29-7546,77603-9519,263-564-7576,3126
847,William Baylock,187-02-9705,53984-4582,290-867-6047,6031
848,Edward Stone,587-68-0586,13200-1775,576-167-1083,9878
849,Kelly Williams,432-44-5314,23681-1993,987-473-0452,424
850,Terri Graham,595-82-9411,20380-9088,577-394-1282,1173
851,Wayne Phillips,879-37-9414,31340-3791,152-791-7581,1886
852,Stephen Magnall,988-68-1169,63317-9909,989-842-9564,1033
853,Derek Henson,162-09-4843,34067-6556,952-085-1847,6215
854,Kyle Overman,947-24-4476,26752-0838,685-157-7201,3801
855,Phillis Lynch,861-32-1436,68426-8683,260-747-9304,8078
856,Tara Andrews,197-74-3114,63967-1232,135-128-0718,1494
857,Madeleine Brewer,134-39-7156,29951-2132,542-383-5616,6617
858,Betty Williams,362-11-8364,51618-7508,225-381-6802,8052
859,Linda Dejong,722-05-0310,08697-4035,609-630-1678,3745
860,Wendy Vancleave,854-17-3832,29921-1941,161-198-2047,19
861,Yvonne Herrington,186-55-2148,20372-7111,990-182-7504,9964
862,William Smith,823-99-9710,88158-8043,110-506-6836,6482
863,Tyrone Aucoin,862-78-5756,55097-4200,653-140-9771,2821
864,Walter Rutledge,178-27-3752,79765-3146,743-017-2294,8599
865,Nancy Spivey,584-73-1489,72010-0606,813-744-6604,9470
866,Glenn Diaz,992-67-3655,72407-6398,212-128-8301,6072
867,Patsy Barbagallo,979-66-7585,20338-8081,647-236-4063,5479
868,Jimmy Dodson,996-21-7501,97201-9386,711-026-1883,3106
869,Ana Xia,717-48-4096,18198-0791,780-864-1354,4991
870,Denise Baim,242-15-5007,40202-6330,140-789-5359,632
871,Thomas Myatt,597-65-0967,76414-7862,295-374-1872,9895
872,Anne Damon,512-28-7075,87320-7474,423-132-5213,1385
873,Marilyn Sheppard,944-59-9628,78170-6896,329-603-0815,5237
874,Bertha Jondle,228-97-6325,43527-8733,802-538-8903,7899
875,Nancy Johnson,140-72-0053,30321-1052,601-104-9495,703
876,Lucy Boyd,615-32-8763,39174-8761,234-678-9636,2721
877,Larry Fitts,693-47-0508,65743-3889,435-845-7831,4206
878,Lynn Larson,895-17-1462,44565-4977,256-520-2932,1122
879,Samuel Maes,637-14-3613,31448-8377,599-657-5693,6287
880,Art Smith,819-91-2697,56930-4463,238-046-2807,4406
881,Iris Battle,497-48-3386,38272-6236,809-286-5691,6315
882,Thomas Gade,173-53-3262,42240-5243,970-348-4009,2390
883,Rebecca Howard,829-98-2357,27221-1565,373-599-6772,8747
884,Christina Walker,830-30-7712,39751-4904,394-663-5214,781
885,Kenneth Diaz,728-53-4901,25571-1665,738-018-7808,2950
886,Douglas Larson,461-21-4521,31785-6695,925-301-2482,4527
887,Robert Forman,404-90-6505,69982-2685,796-266-3199,6551
888,Thomas Tilson,483-31-3989,41380-3488,992-017-8023,214
889,Eric Bailey,820-26-6769,54835-7616,886-316-7785,3958
890,Annmarie Dumont,772-81-2242,32084-4499,108-103-6063,7272
891,Marsha Chacon,514-37-3379,68519-5973,844-825-4046,9504
892,Mary Scott,272-06-5211,51440-1085,990-624-9173,1357
893,Jennifer Longley,780-44-9908,76714-7807,345-399-3173,1002
894,Thomas Roberson,994-88-0570,57671-1586,771-797-6315,9351
895,Jeanne Britton,397-25-7983,21841-1975,198-181-4181,3406
896,Sharon Sweat,238-83-0744,68693-4369,967-103-4636,9639
897,Fred Tommolino,822-22-9201,34727-0142,272-574-2204,2793
898,Paul Vigil,961-27-6054,51150-6440,691-756-7460,8833
899,Brittany Sloat,571-55-3735,26067-0407,522-393-6787,6040
900,Ericka Heisler,641-17-2966,79151-2668,337-848-9211,2719
901,Teresa Bucci,943-87-7904,07920-6815,963-849-1318,7759
902,Luther Deruyter,637-79-2359,55779-5459,844-096-7017,7579
903,Elsie Schwartz,831-03-9804,55962-6223,427-315-8164,6121
904,Colleen Williams,140-52-2175,05325-4375,525-772-6745,9623
905,Raymond Lovell,163-26-9328,62056-9381,455-413-7720,5662
906,Richard Luna,491-28-7824,77390-0233,507-255-0531,1078
907,Anita Jones,103-52-8632,11299-0581,219-289-5251,7105
908,Corine Reinhard,653-16-4270,19789-9163,636-055-5123,7301
909,Mildred Hughes,574-07-5158,31010-2691,410-335-8032,9928
910,John Whelton,595-07-7945,95033-5443,179-630-9419,7649
911,Herbert Judkins,240-90-2226,55734-2290,229-862-0549,6613
912,Annette Diaz,809-79-5780,66275-4783,725-724-1713,2282
913,Mary Hendrix,567-42-0994,98416-7971,503-256-0039,6412
914,Geneva Smith,185-26-9637,32344-1224,403-237-5115,7049
915,Cheri Simien,785-95-0016,35310-2410,202-747-6332,550
916,Bonnie Meade,184-53-4450,81297-3172,529-283-1045,6376
917,Elizabeth Brown,312-15-5529,32300-2204,898-713-0248,4433
918,Judith Calhoun,340-43-7834,01736-0455,331-296-9089,581
919,Paul Sayavong,668-51-8971,57906-4525,123-073-8365,4842
920,Martin Bachman,296-30-6414,39529-8620,704-273-2515,3346
921,Helen Dunne,945-10-7940,02664-6243,330-209-3898,934
922,Robbin Vazquez,596-03-7183,61179-2752,393-800-1046,9752
923,Annie Colon,301-01-3229,05043-2739,185-887-3637,5084
924,May Barrios,332-40-9977,85701-0152,574-069-0379,4954
925,Edward Hickman,628-22-1501,68372-6545,603-775-2132,6127
926,Janet Berryman,596-97-9800,46439-1502,874-363-6967,5560
927,Cynthia Williams,502-51-2845,41078-0428,491-665-5457,3143
928,Helen Tarleton,129-08-1275,88856-7573,997-793-7611,4054
929,Minerva Sung,928-13-8111,94427-8342,239-632-9968,2409
930,Heath Jones,711-13-1182,30429-4242,107-783-3216,4382
931,James Mckinley,309-51-5264,49417-0969,942-446-3563,9238
932,Colleen Watson,380-08-9945,56741-7377,880-670-1211,9490
933,Anne Franch,748-65-9585,64016-2716,384-536-1903,6907
934,William Rogers,896-87-7808,28333-1803,718-309-7659,1042
935,Antonio Irwin,635-70-5348,71083-8450,794-395-3187,1094
936,Daisy Medina,760-13-5581,12414-8579,489-256-1675,6593
937,Patricia Verdi,889-34-0322,28522-9161,930-418-0876,3028
938,Maggie Thomas,376-08-0552,52408-5271,165-836-5233,7293
939,Jessica Remmele,512-45-0090,36343-3784,443-316-2708,4352
940,Emma Russell,583-73-5750,96665-9788,954-132-0466,9057
941,Jeffrey Davis,290-32-3039,07782-5221,347-644-1484,5246
942,Anthony Burton,620-77-2704,88369-4572,400-037-3746,188
943,James Bethea,936-36-7185,11353-9847,277-447-9403,1006
944,Austin Kozel,951-59-2253,76728-3039,527-871-5454,167
945,Tara Kitchen,321-35-3061,14082-7521,758-121-7749,5690
946,Reuben Longoria,817-16-3638,03003-7833,710-862-1243,6062
947,Robert Anderson,242-11-4417,46449-4099,777-387-7719,878
948,Richard Lewis,560-61-5656,57011-2840,858-620-0796,4126
949,Kathryn King,765-02-2358,04872-8633,963-111-2774,2167
950,Annamaria Kirkman,300-45-4042,23119-2629,584-713-6721,4227
951,Jonathan Perez,144-03-4220,56391-3257,891-776-4296,1659
952,Violet Decker,977-24-9409,39415-9916,323-719-6786,4453
953,Robert Davila,137-57-4258,69723-9482,418-175-1402,4343
954,Ricky Pack,467-75-1734,06711-0896,201-467-0286,5296
955,Ricky Saysongkham,742-84-6155,30147-0390,396-720-2687,7210
956,Sheila Lambert,376-42-6580,75015-6055,936-867-2074,2347
957,Sharlene Reyes,449-49-5771,33783-7452,495-156-3838,5391
958,William Bond,958-41-3165,95009-4623,815-116-6363,3750
959,Sherri Grissinger,638-39-8016,36571-8595,253-199-2684,2363
960,Mary Smith,968-93-3224,43386-6135,598-383-9324,9673
961,Belinda Mcgriff,148-06-4566,17134-1094,739-108-0269,8455
962,David Pidgeon,986-46-2563,84307-7225,879-720-6319,867
963,Willie Elliott,738-96-9538,70348-1862,126-877-6687,3229
964,Lana Bumbrey,585-39-6279,96065-1596,972-275-4162,4418
965,Sammy Rodgers,351-04-2460,20124-2695,434-791-8379,6677
966,Sarah Thigpen,886-71-4478,44296-6797,929-558-9191,4294
967,Betty Grant,277-52-4984,28431-8832,190-213-5790,515
968,Todd Ebert,727-86-4324,32916-5768,854-812-1096,3665
969,Brian Huffman,119-93-5688,82120-5799,455-034-4078,7551
970,Marcel Pernell,211-73-6012,33281-8318,613-662-6649,1486
971,Eva Jones,800-44-8499,96952-0179,873-093-9921,7410
972,Cynthia Jones,823-42-9847,68120-1035,769-068-8379,2038
973,Marjorie Weissman,328-93-8309,86021-6890,178-633-4999,9087
974,Marty Davis,343-33-0298,86675-1821,137-398-0455,5461
975,Tracey Plienis,625-22-5160,75460-6890,691-820-8369,9371
976,Mary Sipes,827-67-3417,60221-1214,504-422-1603,3425
977,Earl Hardebeck,737-34-5635,97933-1634,454-854-3512,2370
978,Thomas Steeley,350-51-5646,94635-7466,772-870-8104,1096
979,David Washington,977-70-6206,82243-2403,894-855-2857,5571
980,Timothy Fetterman,993-42-5416,50053-3025,136-071-3087,747
981,Christopher Jones,780-56-6629,53531-9198,660-141-9148,9604
982,Kenneth Torsiello,399-30-8779,04453-5640,375-593-7180,531
983,Brandon Moro,816-14-4567,55802-4562,335-190-6454,105
984,Shawn Mertens,965-11-5598,37052-2312,589-124-4440,3266
985,Andrew Engel,956-59-2420,10970-9284,932-275-6785,3326
986,Geraldine Stathopoulos,651-63-8941,58130-8947,171-644-9183,1708
987,Mildred Isley,965-11-4195,41100-9756,926-523-6233,2074
988,Larry Wood,317-21-1939,24708-9180,480-628-1537,1318
989,Ray Loeffler,374-42-9003,87288-0723,200-149-4779,987
990,Fannie Johnson,116-44-8319,28837-7283,908-226-7237,9386
991,Eugene Newsome,100-20-5894,96698-8308,911-605-3154,9296
992,Sandra Dew,592-14-9794,53524-2236,309-512-3098,7752
993,Taunya Deloney,349-50-3783,72591-8846,739-207-3223,185
994,Thomas Dingle,370-07-0095,04464-3225,373-444-4133,8809
995,Spencer Smith,716-45-8832,37191-9107,659-558-3896,1734
996,Robert Sanchez,680-88-4400,27003-4345,361-588-7841,6829
997,Gary Richter,987-41-0506,07229-8413,736-631-2272,7592
998,Ann Dorr,619-99-9965,48031-4662,778-782-7973,7255
999,Norma Nichols,101-74-6356,50342-2154,353-029-5428,1363
1000,Anna Hardiman,346-59-7936,04822-3161,177-642-7877,6536
1001,Sharon Jones,638-63-1353,28339-8358,405-682-1878,3826
1002,Sharon Jones,638-63-1353,28339-8358,699-748-8901,7249
1003,Sharon Jones,638-63-1353,28339-8358,669-762-0998,736
1004,Sharon Jones,638-63-1353,28339-8358,785-340-0661,8315
1005,Sharon Jones,136-64-4039,28339-8358,405-682-1878,7659
1006,Sharon Jones,136-64-4039,28339-8358,699-748-8901,5374
1007,Sharon Jones,136-64-4039,28339-8358,669-762-0998,4963
1008,Sharon Jones,136-64-4039,28339-8358,785-340-0661,7212
1009,Sharon Jones,908-16-3295,28339-8358,405-682-1878,8194
1010,Sharon Jones,908-16-3295,28339-8358,699-748-8901,891
1011,Sharon Jones,908-16-3295,28339-8358,669-762-0998,9594
1012,Sharon Jones,908-16-3295,28339-8358,785-340-0661,5980
1013,Sharon Jones,627-60-2087,28339-8358,405-682-1878,7795
1014,Sharon Jones,627-60-2087,28339-8358,699-748-8901,7848
1015,Sharon Jones,627-60-2087,28339-8358,669-762-0998,3741
1016,Sharon Jones,627-60-2087,28339-8358,785-340-0661,3488
1017,Sharon Jones,638-63-1353,70945-8377,405-682-1878,1352
1018,Sharon Jones,638-63-1353,70945-8377,699-748-8901,4887
1019,Sharon Jones,638-63-1353,70945-8377,669-762-0998,4424
1020,Sharon Jones,638-63-1353,70945-8377,785-340-0661,653
1021,Sharon Jones,136-64-4039,70945-8377,405-682-1878,5607
1022,Sharon Jones,136-64-4039,70945-8377,699-748-8901,1438
1023,Sharon Jones,136-64-4039,70945-8377,669-762-0998,5488
1024,Sharon Jones,136-64-4039,70945-8377,785-340-0661,8525
1025,Sharon Jones,908-16-3295,70945-8377,405-682-1878,2603
1026,Sharon Jones,908-16-3295,70945-8377,699-748-8901,2676
1027,Sharon Jones,908-16-3295,70945-8377,669-762-0998,8815
1028,Sharon Jones,908-16-3295,70945-8377,785-340-0661,6516
1029,Sharon Jones,627-60-2087,70945-8377,405-682-1878,2946
1030,Sharon Jones,627-60-2087,70945-8377,699-748-8901,4296
1031,Sharon Jones,627-60-2087,70945-8377,669-762-0998,5803
1032,Sharon Jones,627-60-2087,70945-8377,785-340-0661,8295
1033,Sharon Jones,638-63-1353,92042-6295,405-682-1878,3077
1034,Sharon Jones,638-63-1353,92042-6295,699-748-8901,3615
1035,Sharon Jones,638-63-1353,92042-6295,669-762-0998,8581
1036,Sharon Jones,638-63-1353,92042-6295,785-340-0661,8732
1037,Sharon Jones,136-64-4039,92042-6295,405-682-1878,1340
1038,Sharon Jones,136-64-4039,92042-6295,699-748-8901,3254
1039,Sharon Jones,136-64-4039,92042-6295,669-762-0998,9411
1040,Sharon Jones,136-64-4039,92042-6295,785-340-0661,3373
1041,Sharon Jones,908-16-3295,92042-6295,405-682-1878,2353
1042,Sharon Jones,908-16-3295,92042-6295,699-748-8901,2133
1043,Sharon Jones,908-16-3295,92042-6295,669-762-0998,2539
1044,Sharon Jones,908-16-3295,92042-6295,785-340-0661,2140
1045,Sharon Jones,627-60-2087,92042-6295,405-682-1878,3447
1046,Sharon Jones,627-60-2087,92042-6295,699-748-8901,6385
1047,Sharon Jones,627-60-2087,92042-6295,669-762-0998,8642
1048,Sharon Jones,627-60-2087,92042-6295,785-340-0661,7034
1049,Sharon Jones,638-63-1353,83946-5778,405-682-1878,8586
1050,Sharon Jones,638-63-1353,83946-5778,699-748-8901,4886
1051,Sharon Jones,638-63-1353,83946-5778,669-762-0998,4016
1052,Sharon Jones,638-63-1353,83946-5778,785-340-0661,992
1053,Sharon Jones,136-64-4039,83946-5778,405-682-1878,7941
1054,Sharon Jones,136-64-4039,83946-5778,699-748-8901,5722
1055,Sharon Jones,136-64-4039,83946-5778,669-762-0998,1645
1056,Sharon Jones,136-64-4039,83946-5778,785-340-0661,6877
1057,Sharon Jones,908-16-3295,83946-5778,405-682-1878,1665
1058,Sharon Jones,908-16-3295,83946-5778,699-748-8901,8881
1059,Sharon Jones,908-16-3295,83946-5778,669-762-0998,9867
1060,Sharon Jones,908-16-3295,83946-5778,785-340-0661,1239
1061,Sharon Jones,627-60-2087,83946-5778,405-682-1878,9960
1062,Sharon Jones,627-60-2087,83946-5778,699-748-8901,5320
1063,Sharon Jones,627-60-2087,83946-5778,669-762-0998,4093
1064,Sharon Jones,627-60-2087,83946-5778,785-340-0661,8512
1065,Jennie Gibson,638-63-1353,28339-8358,405-682-1878,3790
1066,Jennie Gibson,638-63-1353,28339-8358,699-748-8901,1594
1067,Jennie Gibson,638-63-1353,28339-8358,669-762-0998,619
1068,Jennie Gibson,638-63-1353,28339-8358,785-340-0661,620
1069,Jennie Gibson,136-64-4039,28339-8358,405-682-1878,5039
1070,Jennie Gibson,136-64-4039,28339-8358,699-748-8901,5638
1071,Jennie Gibson,136-64-4039,28339-8358,669-762-0998,1549
1072,Jennie Gibson,136-64-4039,28339-8358,785-340-0661,362
1073,Jennie Gibson,908-16-3295,28339-8358,405-682-1878,380
1074,Jennie Gibson,908-16-3295,28339-8358,699-748-8901,2014
1075,Jennie Gibson,908-16-3295,28339-8358,669-762-0998,848
1076,Jennie Gibson,908-16-3295,28339-8358,785-340-0661,4254
1077,Jennie Gibson,627-60-2087,28339-8358,405-682-1878,5637
1078,Jennie Gibson,627-60-2087,28339-8358,699-748-8901,8554
1079,Jennie Gibson,627-60-2087,28339-8358,669-762-0998,9869
1080,Jennie Gibson,627-60-2087,28339-8358,785-340-0661,6065
1081,Jennie Gibson,638-63-1353,70945-8377,405-682-1878,4129
1082,Jennie Gibson,638-63-1353,70945-8377,699-748-8901,1673
1083,Jennie Gibson,638-63-1353,70945-8377,669-762-0998,1185
1084,Jennie Gibson,638-63-1353,70945-8377,785-340-0661,4906
1085,Jennie Gibson,136-64-4039,70945-8377,405-682-1878,4337
1086,Jennie Gibson,136-64-4039,70945-8377,699-748-8901,9306
1087,Jennie Gibson,136-64-4039,70945-8377,669-762-0998,847
1088,Jennie Gibson,136-64-4039,70945-8377,785-340-0661,6425
1089,Jennie Gibson,908-16-3295,70945-8377,405-682-1878,2184
1090,Jennie Gibson,908-16-3295,70945-8377,699-748-8901,1675
1091,Jennie Gibson,908-16-3295,70945-8377,669-762-0998,5035
1092,Jennie Gibson,908-16-3295,70945-8377,785-340-0661,861
1093,Jennie Gibson,627-60-2087,70945-8377,405-682-1878,1964
1094,Jennie Gibson,627-60-2087,70945-8377,699-748-8901,3808
1095,Jennie Gibson,627-60-2087,70945-8377,669-762-0998,9240
1096,Jennie Gibson,627-60-2087,70945-8377,785-340-0661,2207
1097,Jennie Gibson,638-63-1353,92042-6295,405-682-1878,943
1098,Jennie Gibson,638-63-1353,92042-6295,699-748-8901,7241
1099,Jennie Gibson,638-63-1353,92042-6295,669-762-0998,1095
1100,Jennie Gibson,638-63-1353,92042-6295,785-340-0661,5565
1101,Jennie Gibson,136-64-4039,92042-6295,405-682-1878,1968
1102,Jennie Gibson,136-64-4039,92042-6295,699-748-8901,5728
1103,Jennie Gibson,136-64-4039,92042-6295,669-762-0998,5231
1104,Jennie Gibson,136-64-4039,92042-6295,785-340-0661,910
1105,Jennie Gibson,908-16-3295,92042-6295,405-682-1878,6839
1106,Jennie Gibson,908-16-3295,92042-6295,699-748-8901,9192
1107,Jennie Gibson,908-16-3295,92042-6295,669-762-0998,6362
1108,Jennie Gibson,908-16-3295,92042-6295,785-340-0661,4237
1109,Jennie Gibson,627-60-2087,92042-6295,405-682-1878,7146
1110,Jennie Gibson,627-60-2087,92042-6295,699-748-8901,1662
1111,Jennie Gibson,627-60-2087,92042-6295,669-762-0998,8687
1112,Jennie Gibson,627-60-2087,92042-6295,785-340-0661,9150
1113,Jennie Gibson,638-63-1353,83946-5778,405-682-1878,6106
1114,Jennie Gibson,638-63-1353,83946-5778,699-748-8901,5376
1115,Jennie Gibson,638-63-1353,83946-5778,669-762-0998,5948
1116,Jennie Gibson,638-63-1353,83946-5778,785-340-0661,6330
1117,Jennie Gibson,136-64-4039,83946-5778,405-682-1878,8986
1118,Jennie Gibson,136-64-4039,83946-5778,699-748-8901,3523
1119,Jennie Gibson,136-64-4039,83946-5778,669-762-0998,2320
1120,Jennie Gibson,136-64-4039,83946-5778,785-340-0661,7072
1121,Jennie Gibson,908-16-3295,83946-5778,405-682-1878,7463
1122,Jennie Gibson,908-16-3295,83946-5778,699-748-8901,7957
1123,Jennie Gibson,908-16-3295,83946-5778,669-762-0998,7660
1124,Jennie Gibson,908-16-3295,83946-5778,785-340-0661,8086
1125,Jennie Gibson,627-60-2087,83946-5778,405-682-1878,8199
1126,Jennie Gibson,627-60-2087,83946-5778,699-748-8901,9955
1127,Jennie Gibson,627-60-2087,83946-5778,669-762-0998,996
1128,Jennie Gibson,627-60-2087,83946-5778,785-340-0661,3024
1129,Jeff Smith,638-63-1353,28339-8358,405-682-1878,2093
1130,Jeff Smith,638-63-1353,28339-8358,699-748-8901,2318
1131,Jeff Smith,638-63-1353,28339-8358,669-762-0998,8473
1132,Jeff Smith,638-63-1353,28339-8358,785-340-0661,988
1133,Jeff Smith,136-64-4039,28339-8358,405-682-1878,8962
1134,Jeff Smith,136-64-4039,28339-8358,699-748-8901,7189
1135,Jeff Smith,136-64-4039,28339-8358,669-762-0998,5947
1136,Jeff Smith,136-64-4039,28339-8358,785-340-0661,9646
1137,Jeff Smith,908-16-3295,28339-8358,405-682-1878,3550
1138,Jeff Smith,908-16-3295,28339-8358,699-748-8901,3929
1139,Jeff Smith,908-16-3295,28339-8358,669-762-0998,5223
1140,Jeff Smith,908-16-3295,28339-8358,785-340-0661,4877
1141,Jeff Smith,627-60-2087,28339-8358,405-682-1878,2421
1142,Jeff Smith,627-60-2087,28339-8358,699-748-8901,8027
1143,Jeff Smith,627-60-2087,28339-8358,669-762-0998,8267
1144,Jeff Smith,627-60-2087,28339-8358,785-340-0661,4625
1145,Jeff Smith,638-63-1353,70945-8377,405-682-1878,5255
1146,Jeff Smith,638-63-1353,70945-8377,699-748-8901,2833
1147,Jeff Smith,638-63-1353,70945-8377,669-762-0998,1652
1148,Jeff Smith,638-63-1353,70945-8377,785-340-0661,4282
1149,Jeff Smith,136-64-4039,70945-8377,405-682-1878,1901
1150,Jeff Smith,136-64-4039,70945-8377,699-748-8901,553
1151,Jeff Smith,136-64-4039,70945-8377,669-762-0998,4208
1152,Jeff Smith,136-64-4039,70945-8377,785-340-0661,9333
1153,Jeff Smith,908-16-3295,70945-8377,405-682-1878,9214
1154,Jeff Smith,908-16-3295,70945-8377,699-748-8901,2428
1155,Jeff Smith,908-16-3295,70945-8377,669-762-0998,978
1156,Jeff Smith,908-16-3295,70945-8377,785-340-0661,476
1157,Jeff Smith,627-60-2087,70945-8377,405-682-1878,2986
1158,Jeff Smith,627-60-2087,70945-8377,699-748-8901,576
1159,Jeff Smith,627-60-2087,70945-8377,669-762-0998,1758
1160,Jeff Smith,627-60-2087,70945-8377,785-340-0661,701
1161,Jeff Smith,638-63-1353,92042-6295,405-682-1878,7228
1162,Jeff Smith,638-63-1353,92042-6295,699-748-8901,6119
1163,Jeff Smith,638-63-1353,92042-6295,669-762-0998,144
1164,Jeff Smith,638-63-1353,92042-6295,785-340-0661,4563
1165,Jeff Smith,136-64-4039,92042-6295,405-682-1878,4375
1166,Jeff Smith,136-64-4039,92042-6295,699-748-8901,6346
1167,Jeff Smith,136-64-4039,92042-6295,669-762-0998,791
1168,Jeff Smith,136-64-4039,92042-6295,785-340-0661,2665
1169,Jeff Smith,908-16-3295,92042-6295,405-682-1878,9325
1170,Jeff Smith,908-16-3295,92042-6295,699-748-8901,6250
1171,Jeff Smith,908-16-3295,92042-6295,669-762-0998,4523
1172,Jeff Smith,908-16-3295,92042-6295,785-340-0661,1308
1173,Jeff Smith,627-60-2087,92042-6295,405-682-1878,9217
1174,Jeff Smith,627-60-2087,92042-6295,699-748-8901,4318
1175,Jeff Smith,627-60-2087,92042-6295,669-762-0998,1215
1176,Jeff Smith,627-60-2087,92042-6295,785-340-0661,7669
1177,Jeff Smith,638-63-1353,83946-5778,405-682-1878,2746
1178,Jeff Smith,638-63-1353,83946-5778,699-748-8901,3946
1179,Jeff Smith,638-63-1353,83946-5778,669-762-0998,7886
1180,Jeff Smith,638-63-1353,83946-5778,785-340-0661,4264
1181,Jeff Smith,136-64-4039,83946-5778,405-682-1878,7952
1182,Jeff Smith,136-64-4039,83946-5778,699-748-8901,7605
1183,Jeff Smith,136-64-4039,83946-5778,669-762-0998,6639
1184,Jeff Smith,136-64-4039,83946-5778,785-340-0661,2984
1185,Jeff Smith,908-16-3295,83946-5778,405-682-1878,9314
1186,Jeff Smith,908-16-3295,83946-5778,699-748-8901,6381
1187,Jeff Smith,908-16-3295,83946-5778,669-762-0998,3271
1188,Jeff Smith,908-16-3295,83946-5778,785-340-0661,5868
1189,Jeff Smith,627-60-2087,83946-5778,405-682-1878,6088
1190,Jeff Smith,627-60-2087,83946-5778,699-748-8901,7709
1191,Jeff Smith,627-60-2087,83946-5778,669-762-0998,3141
1192,Jeff Smith,627-60-2087,83946-5778,785-340-0661,8503
1193,Joshua Berumen,638-63-1353,28339-8358,405-682-1878,4386
1194,Joshua Berumen,638-63-1353,28339-8358,699-748-8901,1010
1195,Joshua Berumen,638-63-1353,28339-8358,669-762-0998,1608
1196,Joshua Berumen,638-63-1353,28339-8358,785-340-0661,965
1197,Joshua Berumen,136-64-4039,28339-8358,405-682-1878,4300
1198,Joshua Berumen,136-64-4039,28339-8358,699-748-8901,4717
1199,Joshua Berumen,136-64-4039,28339-8358,669-762-0998,8627
1200,Joshua Berumen,136-64-4039,28339-8358,785-340-0661,6845
1201,Joshua Berumen,908-16-3295,28339-8358,405-682-1878,6467
1202,Joshua Berumen,908-16-3295,28339-8358,699-748-8901,1771
1203,Joshua Berumen,908-16-3295,28339-8358,669-762-0998,8969
1204,Joshua Berumen,908-16-3295,28339-8358,785-340-0661,8602
1205,Joshua Berumen,627-60-2087,28339-8358,405-682-1878,125
1206,Joshua Berumen,627-60-2087,28339-8358,699-748-8901,364
1207,Joshua Berumen,627-60-2087,28339-8358,669-762-0998,7949
1208,Joshua Berumen,627-60-2087,28339-8358,785-340-0661,506
1209,Joshua Berumen,638-63-1353,70945-8377,405-682-1878,6492
1210,Joshua Berumen,638-63-1353,70945-8377,699-748-8901,8916
1211,Joshua Berumen,638-63-1353,70945-8377,669-762-0998,2583
1212,Joshua Berumen,638-63-1353,70945-8377,785-340-0661,3457
1213,Joshua Berumen,136-64-4039,70945-8377,405-682-1878,706
1214,Joshua Berumen,136-64-4039,70945-8377,699-748-8901,1377
1215,Joshua Berumen,136-64-4039,70945-8377,669-762-0998,7686
1216,Joshua Berumen,136-64-4039,70945-8377,785-340-0661,3824
1217,Joshua Berumen,908-16-3295,70945-8377,405-682-1878,6481
1218,Joshua Berumen,908-16-3295,70945-8377,699-748-8901,5985
1219,Joshua Berumen,908-16-3295,70945-8377,669-762-0998,4572
1220,Joshua Berumen,908-16-3295,70945-8377,785-340-0661,8233
1221,Joshua Berumen,627-60-2087,70945-8377,405-682-1878,7657
1222,Joshua Berumen,627-60-2087,70945-8377,699-748-8901,2937
1223,Joshua Berumen,627-60-2087,70945-8377,669-762-0998,6110
1224,Joshua Berumen,627-60-2087,70945-8377,785-340-0661,9866
1225,Joshua Berumen,638-63-1353,92042-6295,405-682-1878,2582
1226,Joshua Berumen,638-63-1353,92042-6295,699-748-8901,5897
1227,Joshua Berumen,638-63-1353,92042-6295,669-762-0998,1980
1228,Joshua Berumen,638-63-1353,92042-6295,785-340-0661,8191
1229,Joshua Berumen,136-64-4039,92042-6295,405-682-1878,8010
1230,Joshua Berumen,136-64-4039,92042-6295,699-748-8901,8230
1231,Joshua Berumen,136-64-4039,92042-6295,669-762-0998,1066
1232,Joshua Berumen,136-64-4039,92042-6295,785-340-0661,4310
1233,Joshua Berumen,908-16-3295,92042-6295,405-682-1878,2029
1234,Joshua Berumen,908-16-3295,92042-6295,699-748-8901,2571
1235,Joshua Berumen,908-16-3295,92042-6295,669-762-0998,2811
1236,Joshua Berumen,908-16-3295,92042-6295,785-340-0661,4871
1237,Joshua Berumen,627-60-2087,92042-6295,405-682-1878,3895
1238,Joshua Berumen,627-60-2087,92042-6295,699-748-8901,8211
1239,Joshua Berumen,627-60-2087,92042-6295,669-762-0998,683
1240,Joshua Berumen,627-60-2087,92042-6295,785-340-0661,6621
1241,Joshua Berumen,638-63-1353,83946-5778,405-682-1878,8735
1242,Joshua Berumen,638-63-1353,83946-5778,699-748-8901,2001
1243,Joshua Berumen,638-63-1353,83946-5778,669-762-0998,6116
1244,Joshua Berumen,638-63-1353,83946-5778,785-340-0661,2351
1245,Joshua Berumen,136-64-4039,83946-5778,405-682-1878,2844
1246,Joshua Berumen,136-64-4039,83946-5778,699-748-8901,5652
1247,Joshua Berumen,136-64-4039,83946-5778,669-762-0998,9688
1248,Joshua Berumen,136-64-4039,83946-5778,785-340-0661,8574
1249,Joshua Berumen,908-16-3295,83946-5778,405-682-1878,5819
1250,Joshua Berumen,908-16-3295,83946-5778,699-748-8901,6112
1251,Joshua Berumen,908-16-3295,83946-5778,669-762-0998,46
